model,split,accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,training_seconds,inference_seconds,inference_ms_per_doc
FinBERT,test,0.44562551103843007,0.4550435319271613,0.46310916154737924,0.4429454085037756,0.4418495292333083,3792.1649130000005,20.741506400001526,16.959530989371647
