model,split,accuracy,precision_macro,recall_macro,macro_f1,weighted_f1,training_seconds,inference_seconds,inference_ms_per_doc
DistilBERT,test,0.48405560098119377,0.49075430594146013,0.49200579316564613,0.47539131845215793,0.47803127008384266,1345.632203199999,9.795568800000183,8.009459362224188
