date,profile,risk_aversion,treatment,ndcg_at_10,recall_at_10,map_at_10,btc_momentum_14,regime
2025-04-11,conservative,1.0,T1,0.6360111862849234,0.8,0.4976190476190476,-0.011242170773301141,bull
2025-04-12,conservative,1.0,T0,0.6159507462827662,0.8,0.4833333333333333,0.032561768082848275,bull
2025-04-12,conservative,1.0,T1,0.6292967215403831,0.8,0.4833333333333333,0.032561768082848275,bull
2025-04-13,conservative,1.0,T0,0.5626837212195683,0.6,0.319047619047619,0.01640202758961884,bull
2025-04-13,conservative,1.0,T1,0.5626837212195683,0.6,0.319047619047619,0.01640202758961884,bull
2025-04-14,conservative,1.0,T0,0.5239475693384721,0.6,0.35333333333333333,0.024149034365136268,bull
2025-04-14,conservative,1.0,T1,0.503376180700079,0.6,0.35333333333333333,0.024149034365136268,bull
2025-04-15,conservative,1.0,T0,0.3078619335309047,0.4,0.11666666666666665,-0.017614116169894944,bull
2025-04-15,conservative,1.0,T1,0.4041135455638723,0.6,0.19,-0.017614116169894944,bull
2025-04-16,conservative,1.0,T0,0.43647204069903867,0.6,0.205,0.01876878107013047,bull
2025-04-16,conservative,1.0,T1,0.4300664372152445,0.6,0.19166666666666665,0.01876878107013047,bull
2025-04-17,conservative,1.0,T0,0.3326045384740599,0.6,0.18214285714285713,0.021574739578094304,bull
2025-04-17,conservative,1.0,T1,0.4265787910293455,0.8,0.2621428571428571,0.021574739578094304,bull
2025-04-18,conservative,1.0,T0,0.363096655370876,0.6,0.17111111111111113,0.0072396523781619315,bull
2025-04-18,conservative,1.0,T1,0.363096655370876,0.6,0.17111111111111113,0.0072396523781619315,bull
2025-04-19,conservative,1.0,T0,0.3647509314115907,0.6,0.21714285714285714,0.018665001842147255,bull
2025-04-19,conservative,1.0,T1,0.3647509314115907,0.6,0.21714285714285714,0.018665001842147255,bull
2025-04-20,conservative,1.0,T0,0.41267342315863936,0.8,0.3038095238095238,0.088983777980701,bull
2025-04-20,conservative,1.0,T1,0.4222756451141932,0.8,0.3133333333333333,0.088983777980701,bull
2025-04-21,conservative,1.0,T0,0.2964420276471864,0.4,0.06222222222222222,0.10454389085993143,bull
2025-04-21,conservative,1.0,T1,0.2964420276471864,0.4,0.06222222222222222,0.10454389085993143,bull
2025-04-22,conservative,1.0,T0,0.42465591306352535,0.6,0.1833333333333333,0.22511469546165497,bull
2025-04-22,conservative,1.0,T1,0.38407452188450025,0.6,0.1833333333333333,0.22511469546165497,bull
2025-04-23,conservative,1.0,T0,0.6853215621177918,0.8,0.4533333333333333,0.13472960696406044,bull
2025-04-23,conservative,1.0,T1,0.637505797212197,0.6,0.35333333333333333,0.13472960696406044,bull
2025-04-24,conservative,1.0,T0,0.6819659378879961,0.8,0.4533333333333333,0.17981100349229684,bull
2025-04-24,conservative,1.0,T1,0.6788617331377509,0.8,0.4333333333333333,0.17981100349229684,bull
2025-04-25,conservative,1.0,T0,0.741771294282063,0.8,0.7333333333333333,0.13567155831323108,bull
2025-04-25,conservative,1.0,T1,0.7405524174479919,0.8,0.7333333333333333,0.13567155831323108,bull
2025-04-26,conservative,1.0,T0,0.5902850003053434,0.8,0.41999999999999993,0.10974484164243026,bull
2025-04-26,conservative,1.0,T1,0.5902850003053434,0.8,0.41999999999999993,0.10974484164243026,bull
2025-04-27,conservative,1.0,T0,0.7938767689426052,0.8,0.6433333333333333,0.1203306447720558,bull
2025-04-27,conservative,1.0,T1,0.7930481303146533,0.8,0.6433333333333333,0.1203306447720558,bull
2025-04-28,conservative,1.0,T0,0.6774986189901212,0.8,0.5433333333333333,0.12344528345894523,bull
2025-04-28,conservative,1.0,T1,0.6405162683330847,0.8,0.5433333333333333,0.12344528345894523,bull
2025-04-29,conservative,1.0,T0,0.586465749970054,0.8,0.48666666666666664,0.1268785077655803,bull
2025-04-29,conservative,1.0,T1,0.5741331918819457,0.8,0.48666666666666664,0.1268785077655803,bull
2025-04-30,conservative,1.0,T0,0.6705747636161966,0.8,0.5857142857142856,0.12106363366332484,bull
2025-04-30,conservative,1.0,T1,0.6213878131356696,0.8,0.5079365079365079,0.12106363366332484,bull
2025-05-01,conservative,1.0,T0,0.7796462205397585,0.8,0.46761904761904755,0.136597956169773,bull
2025-05-01,conservative,1.0,T1,0.7250418779503237,0.8,0.3972222222222222,0.136597956169773,bull
2025-05-02,conservative,1.0,T0,0.5714933999132397,0.6,0.30444444444444446,0.14753282305721083,bull
2025-05-02,conservative,1.0,T1,0.5714933999132397,0.6,0.30444444444444446,0.14753282305721083,bull
2025-05-03,conservative,1.0,T0,0.3215980397259699,0.4,0.3333333333333333,0.1272977687510155,bull
2025-05-03,conservative,1.0,T1,0.3215980397259699,0.4,0.3333333333333333,0.1272977687510155,bull
2025-05-04,conservative,1.0,T0,0.33227856187158317,0.2,0.2,0.10732898740459706,bull
2025-05-04,conservative,1.0,T1,0.32814407114154803,0.2,0.2,0.10732898740459706,bull
2025-05-05,conservative,1.0,T0,0.21864639606042954,0.2,0.06666666666666667,0.08260099157146406,bull
2025-05-05,conservative,1.0,T1,0.21759032192504638,0.2,0.06666666666666667,0.08260099157146406,bull
2025-05-06,conservative,1.0,T0,0.4790524356928144,0.6,0.4666666666666667,0.035964447155576895,bull
2025-05-06,conservative,1.0,T1,0.4868883577644398,0.6,0.4666666666666667,0.035964447155576895,bull
2025-05-07,conservative,1.0,T0,0.529372444921598,0.8,0.2723809523809524,0.0355735605144325,bull
2025-05-07,conservative,1.0,T1,0.533103640947957,0.8,0.29238095238095235,0.0355735605144325,bull
2025-05-08,conservative,1.0,T0,0.5043938528694081,0.4,0.16666666666666666,0.09897049482544662,bull
2025-05-08,conservative,1.0,T1,0.5158297817708817,0.4,0.14444444444444443,0.09897049482544662,bull
2025-05-09,conservative,1.0,T0,0.603772265714063,0.6,0.3,0.08710206937780107,bull
2025-05-09,conservative,1.0,T1,0.5134068628133718,0.6,0.21333333333333332,0.08710206937780107,bull
2025-05-10,conservative,1.0,T0,0.7106756405899975,0.8,0.3972222222222222,0.10617775421432629,bull
2025-05-10,conservative,1.0,T1,0.7109603866587261,0.8,0.4133333333333333,0.10617775421432629,bull
2025-05-11,conservative,1.0,T0,0.8996236071108555,1.0,0.6977777777777778,0.11041046212612349,bull
2025-05-11,conservative,1.0,T1,0.9036223136034737,1.0,0.7116666666666667,0.11041046212612349,bull
2025-05-12,conservative,1.0,T0,0.8928118876613248,1.0,0.7087301587301587,0.08248374636431843,bull
2025-05-12,conservative,1.0,T1,0.8737487059092566,1.0,0.7277777777777776,0.08248374636431843,bull
2025-05-13,conservative,1.0,T0,0.8402423068452919,1.0,0.6253968253968253,0.10484218648405053,bull
2025-05-13,conservative,1.0,T1,0.8402423068452919,1.0,0.6253968253968253,0.10484218648405053,bull
2025-05-14,conservative,1.0,T0,0.8576190734731637,1.0,0.7533333333333333,0.09905920586047934,bull
2025-05-14,conservative,1.0,T1,0.8576190734731637,1.0,0.7533333333333333,0.09905920586047934,bull
2025-05-15,conservative,1.0,T0,0.7173707421996683,0.6,0.55,0.07515938563449698,bull
2025-05-15,conservative,1.0,T1,0.7180781885070808,0.6,0.55,0.07515938563449698,bull
2025-05-16,conservative,1.0,T0,0.7054095049447783,0.8,0.3555555555555555,0.06788993887616002,bull
2025-05-16,conservative,1.0,T1,0.704008126462555,0.8,0.3866666666666666,0.06788993887616002,bull
2025-03-16,moderate,0.5,T0,0.6356661948183648,0.6,0.33214285714285713,-0.1238076196458675,bear
2025-03-16,moderate,0.5,T1,0.6375996849502529,0.6,0.33214285714285713,-0.1238076196458675,bear
2025-03-17,moderate,0.5,T0,0.3346779469437171,0.6,0.16666666666666666,-0.023121696858303897,bull
2025-03-17,moderate,0.5,T1,0.3346779469437171,0.6,0.16666666666666666,-0.023121696858303897,bull
2025-03-18,moderate,0.5,T0,0.17620973724818007,0.0,0.0,-0.051634739258329176,sideways
2025-03-18,moderate,0.5,T1,0.1693854752630504,0.0,0.0,-0.051634739258329176,sideways
2025-03-19,moderate,0.5,T0,0.39275664468379234,0.6,0.255,-0.04159333217009653,bull
2025-03-19,moderate,0.5,T1,0.40651125291807105,0.6,0.275,-0.04159333217009653,bull
2025-03-20,moderate,0.5,T0,0.31727158302259656,0.4,0.065,-0.06441107203488705,sideways
2025-03-20,moderate,0.5,T1,0.32103368630182094,0.4,0.07333333333333333,-0.06441107203488705,sideways
2025-03-21,moderate,0.5,T0,0.4073469387077219,0.6,0.3833333333333333,-0.031119973931515443,bull
2025-03-21,moderate,0.5,T1,0.4073469387077219,0.6,0.3833333333333333,-0.031119973931515443,bull
2025-03-22,moderate,0.5,T0,0.5238890883184746,0.6,0.1833333333333333,-0.02695282136363153,bull
2025-03-22,moderate,0.5,T1,0.5224108633506613,0.6,0.19666666666666668,-0.02695282136363153,bull
2025-03-23,moderate,0.5,T0,0.6863036228157633,1.0,0.4412698412698413,0.0676583825832735,bull
2025-03-23,moderate,0.5,T1,0.6932935012453868,1.0,0.4688888888888888,0.0676583825832735,bull
2025-03-24,moderate,0.5,T0,0.8325694143080175,1.0,0.5976190476190476,0.11418165922808532,bull
2025-03-24,moderate,0.5,T1,0.8297018995926083,1.0,0.5866666666666667,0.11418165922808532,bull
2025-03-25,moderate,0.5,T0,0.8955619725159857,1.0,0.6977777777777778,0.055628399669142015,bull
2025-03-25,moderate,0.5,T1,0.9124725068370714,1.0,0.7783333333333333,0.055628399669142015,bull
2025-03-26,moderate,0.5,T0,0.5909539977010171,1.0,0.41349206349206347,0.037965048539340795,bull
2025-03-26,moderate,0.5,T1,0.6744102846398379,1.0,0.4920634920634921,0.037965048539340795,bull
2025-03-27,moderate,0.5,T0,0.8164606102366863,1.0,0.8261904761904761,0.0753749468271594,bull
2025-03-27,moderate,0.5,T1,0.9166982984794233,1.0,0.9266666666666665,0.0753749468271594,bull
2025-03-28,moderate,0.5,T0,0.8397610166164983,0.8,0.5866666666666667,0.004573668978870016,bull
2025-03-28,moderate,0.5,T1,0.8270814924409844,0.8,0.5533333333333333,0.004573668978870016,bull
2025-03-29,moderate,0.5,T0,0.8629152674816268,1.0,0.8766666666666666,-0.020695507320452,bull
2025-03-29,moderate,0.5,T1,0.7970697980883122,1.0,0.8099999999999999,-0.020695507320452,bull
2025-03-30,moderate,0.5,T0,0.7130844988559517,1.0,0.531111111111111,-0.00296881799776727,bull
2025-03-30,moderate,0.5,T1,0.8565428302445777,1.0,0.6644444444444444,-0.00296881799776727,bull
2025-03-31,moderate,0.5,T0,0.6203661904352495,0.8,0.4533333333333333,-0.01815951177919295,bull
2025-03-31,moderate,0.5,T1,0.7668462364661885,0.8,0.6533333333333333,-0.01815951177919295,bull
2025-04-01,moderate,0.5,T0,0.9173437001620037,1.0,0.8333333333333333,0.02962664790826719,bull
2025-04-01,moderate,0.5,T1,0.8456903542233607,0.8,0.6533333333333333,0.02962664790826719,bull
2025-04-02,moderate,0.5,T0,0.705883401878407,1.0,0.6888888888888889,-0.050297098919606764,sideways
2025-04-02,moderate,0.5,T1,0.558021086291054,0.8,0.49428571428571433,-0.050297098919606764,sideways
2025-04-03,moderate,0.5,T0,0.7110451466155993,0.8,0.5533333333333333,-0.012645867354236562,bull
2025-04-03,moderate,0.5,T1,0.7136127554954872,0.8,0.5342857142857144,-0.012645867354236562,bull
2025-04-04,moderate,0.5,T0,0.6535921129888018,0.8,0.7142857142857142,-0.0023730343429048117,bull
2025-04-04,moderate,0.5,T1,0.6070078787074892,0.8,0.6642857142857143,-0.0023730343429048117,bull
2025-04-05,moderate,0.5,T0,0.6334938495148635,0.8,0.5746031746031746,-0.003908836800472049,bull
2025-04-05,moderate,0.5,T1,0.6334938495148635,0.8,0.5746031746031746,-0.003908836800472049,bull
2025-04-06,moderate,0.5,T0,0.44661039740419234,0.8,0.2633333333333333,-0.0911039168548955,bear
2025-04-06,moderate,0.5,T1,0.44661039740419234,0.8,0.2633333333333333,-0.0911039168548955,bear
2025-04-07,moderate,0.5,T0,0.4063730817327958,0.6,0.2523809523809524,-0.09444206495062746,bear
2025-04-07,moderate,0.5,T1,0.5214423013320533,0.8,0.36,-0.09444206495062746,bear
2025-04-08,moderate,0.5,T0,0.4443960396659087,0.6,0.17333333333333334,-0.12803854960952554,bear
2025-04-08,moderate,0.5,T1,0.4422838913951425,0.6,0.1638095238095238,-0.12803854960952554,bear
2025-04-09,moderate,0.5,T0,0.5366682669402597,0.6,0.55,-0.04979155041308292,sideways
2025-04-09,moderate,0.5,T1,0.530598306421285,0.6,0.52,-0.04979155041308292,sideways
2025-04-10,moderate,0.5,T0,0.489512716226119,0.6,0.4533333333333333,-0.08661633390147161,bear
2025-04-10,moderate,0.5,T1,0.4554331470173691,0.6,0.35333333333333333,-0.08661633390147161,bear
2025-04-11,moderate,0.5,T0,0.4963479020947955,0.6,0.35333333333333333,-0.011242170773301141,bull
2025-04-11,moderate,0.5,T1,0.4963479020947955,0.6,0.35333333333333333,-0.011242170773301141,bull
2025-04-12,moderate,0.5,T0,0.623658250690778,0.8,0.47222222222222215,0.032561768082848275,bull
2025-04-12,moderate,0.5,T1,0.623658250690778,0.8,0.47222222222222215,0.032561768082848275,bull
2025-04-13,moderate,0.5,T0,0.44619691331401795,0.6,0.2523809523809524,0.01640202758961884,bull
2025-04-13,moderate,0.5,T1,0.44619691331401795,0.6,0.2523809523809524,0.01640202758961884,bull
2025-04-14,moderate,0.5,T0,0.4064170769330848,0.6,0.35333333333333333,0.024149034365136268,bull
2025-04-14,moderate,0.5,T1,0.40586465118111686,0.6,0.35333333333333333,0.024149034365136268,bull
2025-04-15,moderate,0.5,T0,0.2383424567518916,0.2,0.02857142857142857,-0.017614116169894944,bull
2025-04-15,moderate,0.5,T1,0.2380662438759076,0.2,0.02857142857142857,-0.017614116169894944,bull
2025-04-16,moderate,0.5,T0,0.4125743339493735,0.6,0.18214285714285713,0.01876878107013047,bull
2025-04-16,moderate,0.5,T1,0.4085276936033905,0.6,0.17214285714285715,0.01876878107013047,bull
2025-04-17,moderate,0.5,T0,0.4580557058771205,0.8,0.2621428571428571,0.021574739578094304,bull
2025-04-17,moderate,0.5,T1,0.45900047370467933,0.8,0.2621428571428571,0.021574739578094304,bull
2025-04-18,moderate,0.5,T0,0.45900047370467933,0.8,0.2621428571428571,0.0072396523781619315,bull
2025-04-18,moderate,0.5,T1,0.5165610855957287,0.8,0.2538095238095238,0.0072396523781619315,bull
2025-04-19,moderate,0.5,T0,0.34519339220092327,0.6,0.21333333333333332,0.018665001842147255,bull
2025-04-19,moderate,0.5,T1,0.3413264119371473,0.6,0.2066666666666667,0.018665001842147255,bull
2025-04-20,moderate,0.5,T0,0.4473551533446406,0.6,0.2323809523809524,0.088983777980701,bull
2025-04-20,moderate,0.5,T1,0.5254316516440322,0.8,0.3123809523809524,0.088983777980701,bull
2025-04-21,moderate,0.5,T0,0.22197520659580286,0.2,0.02857142857142857,0.10454389085993143,bull
2025-04-21,moderate,0.5,T1,0.22197520659580286,0.2,0.02857142857142857,0.10454389085993143,bull
2025-04-22,moderate,0.5,T0,0.37949266956875866,0.6,0.2,0.22511469546165497,bull
2025-04-22,moderate,0.5,T1,0.3731562247564598,0.6,0.19047619047619047,0.22511469546165497,bull
2025-04-23,moderate,0.5,T0,0.6434217778881265,0.8,0.40793650793650793,0.13472960696406044,bull
2025-04-23,moderate,0.5,T1,0.6376469353585232,0.8,0.3972222222222222,0.13472960696406044,bull
2025-04-24,moderate,0.5,T0,0.6380745807715364,0.8,0.4533333333333333,0.17981100349229684,bull
2025-04-24,moderate,0.5,T1,0.6380745807715364,0.8,0.4533333333333333,0.17981100349229684,bull
2025-04-25,moderate,0.5,T0,0.8029335545793468,0.8,0.76,0.13567155831323108,bull
2025-04-25,moderate,0.5,T1,0.7966895234885627,0.8,0.7333333333333333,0.13567155831323108,bull
2025-04-26,moderate,0.5,T0,0.617580308054053,0.6,0.27999999999999997,0.10974484164243026,bull
2025-04-26,moderate,0.5,T1,0.6442722585692865,0.8,0.36,0.10974484164243026,bull
2025-04-27,moderate,0.5,T0,0.7781049190101484,0.8,0.76,0.1203306447720558,bull
2025-04-27,moderate,0.5,T1,0.7781049190101484,0.8,0.76,0.1203306447720558,bull
2025-04-28,moderate,0.5,T0,0.763001673842909,0.8,0.6433333333333333,0.12344528345894523,bull
2025-04-28,moderate,0.5,T1,0.6507361953928053,0.8,0.5433333333333333,0.12344528345894523,bull
2025-04-29,moderate,0.5,T0,0.5877416394691927,0.6,0.24666666666666667,0.1268785077655803,bull
2025-04-29,moderate,0.5,T1,0.6158854253426584,0.6,0.24666666666666667,0.1268785077655803,bull
2025-04-30,moderate,0.5,T0,0.526722037214134,0.6,0.24166666666666664,0.12106363366332484,bull
2025-04-30,moderate,0.5,T1,0.5194087762097077,0.6,0.22666666666666666,0.12106363366332484,bull
2025-05-01,moderate,0.5,T0,0.7078698096142068,0.8,0.76,0.136597956169773,bull
2025-05-01,moderate,0.5,T1,0.6805720345886528,0.8,0.6799999999999999,0.136597956169773,bull
2025-05-02,moderate,0.5,T0,0.46843410535153523,0.4,0.24444444444444446,0.14753282305721083,bull
2025-05-02,moderate,0.5,T1,0.46843410535153523,0.4,0.24444444444444446,0.14753282305721083,bull
2025-05-03,moderate,0.5,T0,0.4307720351895173,0.4,0.13999999999999999,0.1272977687510155,bull
2025-05-03,moderate,0.5,T1,0.5292983085129543,0.6,0.20444444444444443,0.1272977687510155,bull
2025-05-04,moderate,0.5,T0,0.28047886117296,0.2,0.1,0.10732898740459706,bull
2025-05-04,moderate,0.5,T1,0.3811831140221214,0.4,0.13999999999999999,0.10732898740459706,bull
2025-05-05,moderate,0.5,T0,0.33549385927082226,0.4,0.15,0.08260099157146406,bull
2025-05-05,moderate,0.5,T1,0.3607672284537971,0.4,0.24444444444444446,0.08260099157146406,bull
2025-05-06,moderate,0.5,T0,0.5033717019494677,0.6,0.45999999999999996,0.035964447155576895,bull
2025-05-06,moderate,0.5,T1,0.5067315071280487,0.6,0.45999999999999996,0.035964447155576895,bull
2025-05-07,moderate,0.5,T0,0.6389633784164181,0.8,0.39904761904761904,0.0355735605144325,bull
2025-05-07,moderate,0.5,T1,0.6464920388182874,0.8,0.42222222222222217,0.0355735605144325,bull
2025-05-08,moderate,0.5,T0,0.3309128374399713,0.4,0.07777777777777777,0.09897049482544662,bull
2025-05-08,moderate,0.5,T1,0.3443481195877539,0.4,0.06944444444444445,0.09897049482544662,bull
2025-05-09,moderate,0.5,T0,0.697609232482714,0.6,0.36666666666666664,0.08710206937780107,bull
2025-05-09,moderate,0.5,T1,0.680573126768953,0.6,0.4,0.08710206937780107,bull
2025-05-10,moderate,0.5,T0,0.876394396895327,0.8,0.5533333333333333,0.10617775421432629,bull
2025-05-10,moderate,0.5,T1,0.8820539673546269,0.8,0.5533333333333333,0.10617775421432629,bull
2025-05-11,moderate,0.5,T0,0.9261032049703138,1.0,0.8766666666666666,0.11041046212612349,bull
2025-05-11,moderate,0.5,T1,0.9261032049703138,1.0,0.8766666666666666,0.11041046212612349,bull
2025-05-12,moderate,0.5,T0,0.9271088628680126,0.8,0.76,0.08248374636431843,bull
2025-05-12,moderate,0.5,T1,0.9240815046033576,0.8,0.76,0.08248374636431843,bull
2025-05-13,moderate,0.5,T0,0.8596179875124855,0.8,0.6433333333333333,0.10484218648405053,bull
2025-05-13,moderate,0.5,T1,0.8596179875124855,0.8,0.6433333333333333,0.10484218648405053,bull
2025-05-14,moderate,0.5,T0,0.8850055377326846,0.8,0.8,0.09905920586047934,bull
2025-05-14,moderate,0.5,T1,0.8916785253614932,0.8,0.8,0.09905920586047934,bull
2025-05-15,moderate,0.5,T0,0.8120738108408101,0.8,0.5888888888888889,0.07515938563449698,bull
2025-05-15,moderate,0.5,T1,0.8146754094621864,0.8,0.58,0.07515938563449698,bull
2025-05-16,moderate,0.5,T0,0.8337302550814643,0.8,0.5976190476190476,0.06788993887616002,bull
2025-05-16,moderate,0.5,T1,0.6962821547648764,0.8,0.5433333333333333,0.06788993887616002,bull
2025-03-16,aggressive,0.15,T0,0.6219086691203847,0.8,0.49904761904761896,-0.1238076196458675,bear
2025-03-16,aggressive,0.15,T1,0.6219086691203847,0.8,0.49904761904761896,-0.1238076196458675,bear
2025-03-17,aggressive,0.15,T0,0.4090210069247227,0.6,0.14444444444444443,-0.023121696858303897,bull
2025-03-17,aggressive,0.15,T1,0.42318424813566347,0.6,0.15444444444444444,-0.023121696858303897,bull
2025-03-18,aggressive,0.15,T0,0.3233354969358304,0.2,0.025,-0.051634739258329176,sideways
2025-03-18,aggressive,0.15,T1,0.32278307118386246,0.2,0.025,-0.051634739258329176,sideways
2025-03-19,aggressive,0.15,T0,0.40954548502109267,0.4,0.065,-0.04159333217009653,bull
2025-03-19,aggressive,0.15,T1,0.5082491847030113,0.6,0.12944444444444442,-0.04159333217009653,bull
2025-03-20,aggressive,0.15,T0,0.37483813423841056,0.6,0.12944444444444442,-0.06441107203488705,sideways
2025-03-20,aggressive,0.15,T1,0.3254614165083396,0.4,0.06944444444444445,-0.06441107203488705,sideways
2025-03-21,aggressive,0.15,T0,0.32709739364376705,0.4,0.13333333333333333,-0.031119973931515443,bull
2025-03-21,aggressive,0.15,T1,0.32709739364376705,0.4,0.13333333333333333,-0.031119973931515443,bull
2025-03-22,aggressive,0.15,T0,0.38403931367016936,0.4,0.09444444444444444,-0.02695282136363153,bull
2025-03-22,aggressive,0.15,T1,0.38562342487324414,0.4,0.09444444444444444,-0.02695282136363153,bull
2025-03-23,aggressive,0.15,T0,0.6160820584045819,0.8,0.32166666666666666,0.0676583825832735,bull
2025-03-23,aggressive,0.15,T1,0.6248363438509608,0.8,0.34571428571428575,0.0676583825832735,bull
2025-03-24,aggressive,0.15,T0,0.8141222833558226,1.0,0.9666666666666666,0.11418165922808532,bull
2025-03-24,aggressive,0.15,T1,0.8232183447295455,1.0,0.9666666666666666,0.11418165922808532,bull
2025-03-25,aggressive,0.15,T0,0.8955619725159857,1.0,0.6977777777777778,0.055628399669142015,bull
2025-03-25,aggressive,0.15,T1,0.9195262725867935,1.0,0.7644444444444444,0.055628399669142015,bull
