n_dates,mean,median,std,min,q25,q75,max,days_positive,days_zero,days_negative
62,0.005563819461351967,0.00023373339179771913,0.04007210619743196,-0.11690529941812493,-0.0069856448533882716,0.013352407525945796,0.14715691904507558,31,2,29
